project,bug_id,id,mrr_BRaIn,mrr_FlexFL,mrr_boostnsift,mrr_buglocator,mrr_locus,rank_BRaIn,rank_FlexFL,rank_boostnsift,rank_buglocator,rank_locus,top@1_BRaIn,top@1_FlexFL,top@1_boostnsift,top@1_buglocator,top@1_locus,top@5_BRaIn,top@5_FlexFL,top@5_boostnsift,top@5_buglocator,top@5_locus,txt_title_word_count,txt_title_avg_sentence_len,txt_title_digit_density,description_length,txt_description_line_count,txt_description_avg_sentence_len,txt_description_uniq_word_ratio,reasoning_composite,num_causal_markers,actionability,clarity,expected_observed_alignment,technical_completeness,repair_difficulty,semantic_entropy,semantic_coherence,embedding_pos_neg_ratio,embedding_cluster_distance,embedding_cluster_size,has_stacktrace,stacktrace_depth,exception_user_frames,num_exception_types,num_temporal_markers,num_env_mentions,num_versions,ambiguity,ambiguity_type_count,concept_network_concept_breadth,txt_likely_impacted_code_concepts_digit_density,txt_reasoning_word_count,txt_reasoning_avg_sentence_len,txt_reasoning_digit_density,txt_root_cause_guess_word_count,txt_root_cause_guess_digit_density,has_code,has_patch,has_enumeration,hidden_s2r_present,contradiction_present,num_OB,num_EB,has_OB,has_EB,has_S2R,missing_OB,missing_EB,missing_S2R,fg_cat_Dependency,fg_cat_Exception handling,fg_cat_Missing case,fg_cat_Null pointer dereference,fg_cat_Other (Logic),fg_cat_Processing,fg_cat___missing__,fg_cat___other__,cat_Functional Issue,cat___other__,flesch,fog,lix,kincaid,ari,coleman_liau,smog
Closure,146,Closure-146,0.0,0.25,0.0357142857142857,0.0434782608695652,0.0079365079365079,0.0,4.0,28.0,23.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-1.0231586669890729,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,-1.8924139058933251,-0.4554019288379759,-1.6812479388132866,-1.7301489453956265,-1.719935307046086,-1.7027986871133822,1.5143373651357288,0.2553238070388551,0.361152164058603,-0.2730111944760022,-1.5589206563024864,1.5882268573455445,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,0.4023489388231981,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,1.7403303232807357,-1.610864843126201,-0.1486940122073022,-0.8447825272774396,-0.3642616628710644,-0.2000607604811334,-1.035549387763151,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,-23.18,12.44,53.17,19.0,40.7,36.92,13.8
Math,66,Math-66,0.25,0.3333333333333333,0.5,0.5,1.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0736766948591831,0.363561074525272,1.530944842185771,0.0449108258598176,0.3684732874943819,0.8129170032687542,0.0357465421259679,0.2081718188270818,-0.7576758641159647,0.8491089986580442,0.7623879238337528,0.2181834262649555,0.1554646299474316,-0.6545677804703322,0.5960651567642975,-0.1306197458834468,0.2319908443389094,0.3024561522934181,-0.3447299154714549,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.0494572680454745,2.656303986019473,-0.6117211791839219,-0.263097163757085,-0.1486940122073022,-0.3691295196734867,-0.0140365238068689,-0.2000607604811334,0.7163424129533806,-0.1710687069843892,False,False,False,False,False,-0.7103907736787903,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,39.03,12.5,50.55,11.6,15.7,15.65,12.8
Math,72,Math-72,0.1666666666666666,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.6421763035468917,2.283150995239831,0.4312458687446945,-0.1993234950305429,0.3381203885876668,3.3014823914897846,0.010558257193947,0.7333182500071839,-0.1531279935599871,0.3430376111637781,0.2638805499878769,0.7027131095927159,0.1554646299474316,-0.6545677804703322,-1.3575719354228808,-0.8125368291654477,0.7530246939098532,0.5200763663026374,-0.3447299154714549,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.1809757993128989,-0.5855868655187282,-0.6117211791839219,-0.263097163757085,-0.1486940122073022,-0.8447825272774396,-0.3642616628710644,-0.2000607604811334,0.7163424129533806,-0.1710687069843892,False,False,False,False,False,-0.7103907736787903,0.2959479588785432,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,30.23,17.04,66.99,17.1,22.8,15.44,14.1
Closure,29,Closure-29,0.0,0.25,0.0029154518950437,0.0020408163265306,0.0041666666666666,0.0,4.0,343.0,490.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-1.0231586669890729,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,-0.8421210435331218,-0.7576758641159647,-1.6812479388132866,-1.7301489453956265,-1.719935307046086,-1.7027986871133822,1.5143373651357288,0.8034913318120218,-0.7441327103715287,-1.081014456579866,-0.2443595587448429,1.5882268573455445,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,1.7403303232807357,-1.610864843126201,-0.1486940122073022,-1.003333529812091,-0.4810033758924628,-0.2000607604811334,-1.035549387763151,-0.1710687069843892,False,False,False,True,False,0.3439574240136908,1.2650324516769105,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,5.19,9.26,54.65,16.3,38.0,34.1,13.7
Lang,12,Lang-12,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99073177214416,-0.169658347895439,0.4975931982411395,0.1994710528113294,0.7266374945936209,0.5543647551418941,-0.0368683333537315,0.7333182500071839,-0.1531279935599871,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.6863970062505214,-1.3775361623390192,0.4670093310179037,-0.632136005091455,1.290866087015343,0.9242506800496728,0.1845320580379615,True,-0.2020454871191189,-0.2073567129463963,0.6929103112404362,-0.4635308650875505,-0.2192296649910203,0.4766168570242229,-0.5855868655187282,-0.6117211791839219,-0.263097163757085,-0.1486940122073022,-0.8447825272774396,-1.6095066017659814,-0.2000607604811334,-1.035549387763151,-0.1710687069843892,False,False,False,False,False,-0.2886514946017978,-0.673136533919824,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,54.42,10.9,46.8,9.8,16.1,14.85,11.5
JacksonDatabind,81,JacksonDatabind-81,0.5,1.0,1.0,0.0769230769230769,0.032258064516129,2.0,1.0,1.0,13.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.2649386857175054,-0.5663959988324452,0.6203494434659366,0.124177355412486,0.2081718188270818,-0.4554019288379759,-0.163033776330488,0.2638805499878769,-0.2663462570628048,-0.1100015582041131,0.0684006013983548,0.163550961067534,-0.5189864487453718,2.226888400983462,0.7973055697202914,-0.989048839743788,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.1809757993128989,0.5692851935533998,-0.6117211791839219,1.084670515612031,-0.1486940122073022,1.533482510742325,-1.3565662235529514,-0.2000607604811334,-0.7852791305179321,-0.1710687069843892,False,False,False,False,False,-0.2886514946017978,-0.673136533919824,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,11.21,14.18,61.25,16.1,23.5,25.0,15.3
Time,19,Time-19,1.0,0.5,0.25,1.0,0.25,1.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2479544291578174,0.5768488434935564,0.9958628512718186,-0.2284858020025262,-0.4753373021122996,-0.3390699964983983,-1.4367458039518133,0.7333182500071839,-0.4554019288379759,0.3430376111637781,0.7623879238337528,0.7027131095927159,0.6863970062505214,0.0684006013983548,0.3156593118482909,0.0190311732716579,0.4038501769199036,-0.7620114748230842,-1.5873449837109543,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,0.7396539195590717,0.6751484656350135,-0.6117211791839219,1.084670515612031,-0.1486940122073022,0.2650744904651171,0.4529303282787249,-0.2000607604811334,2.718504470915131,-0.1710687069843892,True,False,False,False,False,0.5548270635521871,1.2650324516769105,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,45.32,6.77,45.67,9.2,20.7,21.2,10.3
JacksonDatabind,95,JacksonDatabind-95,0.1428571428571428,1.0,0.25,1.0,0.5,7.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,0.6507577532027717,-0.4935490414563288,-0.9927888583399987,-1.1732911346110235,0.2081718188270818,0.4514198769959905,0.3430376111637781,0.2638805499878769,0.7027131095927159,0.6863970062505214,0.0684006013983548,0.6908568070900551,-0.289528080728083,1.290866087015343,0.4030607963269231,0.4146459595637947,True,1.732679074170609,3.0538956987191,1.910973700473624,-0.4635308650875505,-0.2192296649910203,0.0820612632219498,-0.5855868655187282,-0.6117211791839219,1.084670515612031,-0.1486940122073022,0.4236254929997681,-0.9868841323185228,-0.2000607604811334,-0.7852791305179321,-0.1710687069843892,False,False,False,False,False,0.1330877844751946,0.2959479588785432,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,-28.9,9.94,42.12,19.1,35.0,39.85,10.8
Time,25,Time-25,0.25,0.0,0.3333333333333333,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0736766948591831,-0.3829461168637234,0.4141617239360861,-0.1140237471374916,-0.4935490414563288,-0.2261797439293566,-1.0483754772105958,0.7333182500071839,0.1491459417180017,0.3430376111637781,0.7623879238337528,0.7027131095927159,0.6863970062505214,0.0684006013983548,0.5282740506635553,0.0388659434181366,0.7530246939098532,-0.5604649300670507,-1.5873449837109543,True,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,1.2682287427339467,-0.2192296649910203,0.0820612632219498,1.3294541438287253,-0.6117211791839219,1.084670515612031,-0.1486940122073022,2.009135518346278,1.737089171514108,-0.2000607604811334,1.7174234419342558,-0.1710687069843892,True,False,False,False,False,0.7656967030906834,1.2650324516769105,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,50.43,7.26,38.07,9.3,15.7,15.59,10.3
JacksonDatabind,42,JacksonDatabind-42,0.0,1.0,0.037037037037037,0.0416666666666666,0.002906976744186,0.0,1.0,27.0,24.0,344.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.2591062243231087,-0.5056902010190149,-0.2634862797316119,-0.2696173155372968,0.7333182500071839,-0.1531279935599871,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.951863194402066,-0.6545677804703322,-0.0075725747559361,0.4030109678049293,-1.6988993040710567,0.2311745183125989,0.4146459595637947,True,-0.2020454871191189,-0.2073567129463963,1.910973700473624,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,0.7415029567483731,-0.6117211791839219,1.084670515612031,-0.1486940122073022,-0.6862315247427887,-1.531678793085049,-0.2000607604811334,2.217963956424694,-0.1710687069843892,True,False,False,False,False,-0.4995211341402941,0.2959479588785432,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-9.31,14.09,51.64,17.8,26.7,29.68,15.1
JacksonDatabind,56,JacksonDatabind-56,0.3333333333333333,0.5,0.0238095238095238,0.3333333333333333,0.1666666666666666,3.0,2.0,42.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.30941120384978,-0.5785371583951312,0.717456161657101,-0.0344986494401765,0.7333182500071839,-0.7576758641159647,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.6863970062505214,-1.3775361623390192,-1.4195693243560046,-0.3006712262257119,0.0619124374841446,0.1924380969850286,0.4146459595637947,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,-0.6117211791839219,0.410786675927473,-0.1486940122073022,-0.6862315247427887,-0.2475199498496658,-0.2000607604811334,-0.2847386160274945,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,0.2959479588785432,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3.56,14.9,54.09,17.0,22.5,24.13,15.9
JacksonDatabind,57,JacksonDatabind-57,0.2,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.5142764103279631,-0.5967488977391603,-0.2091723526077401,-0.2143154673196351,0.7333182500071839,0.4514198769959905,0.3430376111637781,0.2638805499878769,0.7027131095927159,0.6863970062505214,0.0684006013983548,-1.2973388809753912,-0.5356612425841973,1.474022885748566,0.3241078953873654,0.4146459595637947,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.1809757993128989,-0.5855868655187282,-0.6117211791839219,0.410786675927473,-0.1486940122073022,-0.0520275146041847,-1.2203675583613196,-0.2000607604811334,1.2168829274438182,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,-30.43,13.32,52.96,19.7,34.7,41.5,11.8
JacksonDatabind,43,JacksonDatabind-43,0.0,0.0,0.0263157894736842,0.0039525691699604,0.0119047619047619,0.0,0.0,38.0,253.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4222321634564516,0.7901366124618407,1.656002318989415,4.668594596267778,7.112887424566492,0.3371618555206161,-2.025391780515456,0.2081718188270818,7.101446453111744,0.3430376111637781,0.2638805499878769,0.2181834262649555,0.1554646299474316,-0.6545677804703322,0.4382355003338802,-0.633074724345954,-1.39301571620413,0.97978306385853,-0.989048839743788,True,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,1.2682287427339467,-0.2192296649910203,0.0820612632219498,1.4233478807528055,-0.6117211791839219,0.410786675927473,-0.1486940122073022,-0.6862315247427887,-0.2475199498496658,-0.2000607604811334,0.4660721557081618,-0.1710687069843892,True,False,False,False,False,-1.1321300527557827,0.2959479588785432,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,66.13,7.46,39.05,7.4,9.5,10.66,10.4
Time,24,Time-24,0.0,0.0,0.0222222222222222,0.008695652173913,0.0085470085470085,0.0,0.0,45.0,115.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965098977550859,1.0034243814301251,1.0232114863629762,-0.8336036716711808,-0.5724665786137881,-0.3276754663325512,0.8790876376276962,-0.31697461235302,-0.1531279935599871,0.3430376111637781,0.2638805499878769,0.7027131095927159,0.4209308180989765,-0.6545677804703322,-2.430552480032976,-0.8755446640882408,-1.6988993040710567,-0.6849517338683829,-1.5873449837109543,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,2.633311852320617,-0.6117211791839219,-0.263097163757085,-0.1486940122073022,1.374931508207674,1.2701223194285145,-0.2000607604811334,-0.0344683587822757,-0.1710687069843892,True,False,False,False,False,-0.7103907736787903,0.2959479588785432,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,52.56,9.0,39.85,8.5,17.4,18.71,10.7
